,Identifier,Collection_count,Collection_Description_count,Title_count,Personal_Name_count,Corporate_Name_count,Role_count,Description_count,Note_count,Type_count,Genre_count,Form_count,Language_count,Rights_count,Owning_Institution_count,Digital_Format_count,Digital_Origin_count,Time_Period_count,File_Name_count,Subject_Topic_count,Subject_Personal_Name_count,Subject_Corporate_Name_count,Location_count,Publisher_count,Place_of_Publication_count,Extent_count,Date_Created_count,Date_Issued_count
203,701-151-005-2700-001,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,2,4,1,1,1,1,0,2,0,0
204,701-151-005-2759-001,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,2,3,1,1,1,0,1,0,0
205,701-151-005-2758-001,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,3,4,0,1,1,0,0,3,0,0
206,701-151-005-2752-001,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,4,2,1,1,0,0,1,0,0
207,701-151-005-2757-001,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,7,3,0,3,1,1,0,7,0,0
208,701-151-005-2873-001,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,2,3,2,3,1,0,0,2,0,1
209,701-151-005-2933-001,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,5,4,13,1,1,1,0,5,0,1
210,701-151-005-2696-001-001,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1,4,3,2,1,1,1,0,3,0,0
211,701-151-005-2667-001,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,2,2,1,0,1,0,1,0,0
212,701-151-005-2924-001,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,9,4,1,3,0,1,0,9,0,0
213,701-151-005-2760-001,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,3,3,0,1,1,1,0,3,0,0
214,701-151-005-2830-001-001,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,3,2,1,3,0,1,0,3,0,1
215,701-151-005-2778-001,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,3,1,1,0,1,0,1,0,1
216,701-151-005-2791-001,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,4,0,1,1,1,0,1,0,0
217,701-151-005-2541-001,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,3,2,1,2,1,1,0,3,0,0
218,701-151-005-2754-001,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1,4,5,0,1,1,1,0,4,0,0
219,701-151-005-3068-001,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,4,1,1,1,1,0,1,0,0
220,701-151-005-2751-001,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,2,1,1,0,0,1,0,1
221,701-151-005-2753-001,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,3,3,2,1,1,1,0,3,0,0
222,701-151-005-2761-001,1,1,1,0,0,1,1,0,1,1,1,0,0,1,1,1,1,1,4,0,1,1,0,0,1,0,1
223,701-151-005-2532-011,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,4,6,0,1,1,1,0,4,0,0
224,701-151-005-4996-001,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,5,0,0,1,0,0,1,0,1
225,701-151-005-2835-001,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,2,0,3,1,0,0,1,0,1
226,701-151-005-4925-001,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,7,0,0,1,1,0,1,0,1
227,701-151-005-4926-001,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,6,0,0,1,1,0,1,0,1
228,701-151-005-4961-001,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,6,0,0,1,0,0,1,0,1
229,701-151-005-4972-001,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,6,0,0,1,1,0,1,0,0
230,701-151-005-4995-001,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,8,0,0,1,0,0,1,0,1
231,701-151-005-4948-001,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,8,0,1,1,1,0,1,0,1
232,701-151-005-4941-001,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,5,0,0,2,0,0,1,0,1
233,701-151-005-4965-001,1,1,1,0,0,1,1,0,1,1,1,0,0,1,1,1,1,1,7,0,0,1,0,0,1,0,1
234,701-151-005-4962-001,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,7,0,1,1,1,0,1,0,1
235,701-151-005-4981-001,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,8,0,0,1,1,0,1,0,1
236,701-151-005-4998-001,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,7,0,0,0,0,0,1,0,1
237,701-151-005-2867-001,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,3,3,1,3,0,1,0,3,0,0
238,701-151-005-2961-001,1,1,1,0,0,1,1,0,1,1,1,0,0,1,1,1,1,1,3,0,2,1,0,0,1,0,0
239,701-151-005-2940-001,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,3,0,3,1,1,0,1,0,0
240,701-151-005-4933-001,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,6,0,0,2,1,0,1,0,1
241,701-151-005-4928-001,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,6,0,1,1,0,0,1,0,1
242,701-151-005-4957-001,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,6,0,0,1,1,0,1,0,1
243,701-151-005-2695-001,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,2,4,3,1,1,0,0,2,0,1
244,701-151-005-2678-001,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,2,4,1,1,1,1,0,2,0,0
245,701-151-005-2681-001,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,2,1,2,1,1,0,1,0,0
246,701-151-005-2762-001,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,5,3,0,1,1,1,0,5,0,0
247,701-151-005-2963-001,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,5,5,0,2,0,1,0,5,0,0
248,701-151-005-2921-001,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,2,3,4,1,1,1,0,2,0,0
249,701-151-005-2665-001,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,4,2,2,0,0,0,1,0,1
250,701-151-005-2919-001,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,5,3,3,2,1,1,0,5,0,0
251,701-151-005-3074-001,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,3,4,0,1,1,1,0,3,0,1
252,701-151-005-2918-001,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,3,5,1,2,1,1,0,3,0,0
253,701-151-005-3090-001,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,5,3,0,1,2,1,0,5,0,1
254,701-151-005-3091-001,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,2,5,1,1,1,0,1,0,0
255,701-151-005-2925-001,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,2,6,1,2,0,1,0,2,0,0
256,701-151-005-2920-001,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,2,2,3,1,1,0,1,0,1
257,701-151-005-3083-001,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,6,0,1,1,1,0,1,0,1
258,701-151-005-2870-001,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,3,1,2,1,0,0,1,0,0
259,701-151-005-2673-001,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,2,3,1,1,1,1,0,2,0,0
260,701-151-005-2694-001,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,4,4,4,1,1,1,0,4,0,1
261,701-151-005-2938-001,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,3,6,0,2,1,1,0,3,0,0
262,701-151-005-2947-001,1,1,1,0,0,1,1,0,1,1,1,0,0,1,1,1,1,1,3,2,2,0,0,0,1,0,1
263,701-151-005-3082-001,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,2,5,0,0,1,0,0,2,0,0
264,701-151-005-3061-001,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,3,2,1,1,1,0,1,0,0
265,701-151-005-3079-001,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,4,0,1,1,0,0,1,0,1
266,701-151-005-4875-001,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,4,1,1,1,1,0,1,0,1
267,701-151-005-4884-001,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,3,4,2,1,1,0,1,0,1
268,701-151-005-2768-001,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,6,0,1,1,1,0,1,0,0
269,701-151-005-2840-001,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,2,0,2,1,0,0,1,0,0
270,701-151-005-2756-001,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,4,0,1,0,1,0,1,0,0
271,701-151-005-2769-001,1,1,1,0,0,1,1,0,1,1,1,0,0,1,1,1,1,4,5,0,1,1,0,0,4,0,0
272,701-151-005-2770-001,1,1,1,0,0,1,1,0,1,1,1,0,0,1,1,1,1,1,5,0,1,1,0,0,1,0,0
273,701-151-005-2775-001,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,1,0,1
274,701-151-005-2916-001,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,2,5,1,2,1,1,0,2,0,0
275,701-151-005-4883-001,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,6,1,1,1,1,0,1,0,1
276,701-151-005-2693-001,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,6,4,1,1,1,0,0,6,0,0
277,701-151-005-2764-001,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,2,3,0,1,1,1,0,2,0,0
278,701-151-005-2521-001,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,4,6,0,1,1,1,0,4,0,0
279,701-151-005-2521-007,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,3,6,0,1,1,1,0,3,0,0
280,701-151-005-2544-014,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,2,7,3,1,1,1,0,2,0,1
281,701-151-005-2544-005,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,4,6,3,1,1,0,0,4,0,1
282,701-151-005-2544-006,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,3,8,3,1,1,1,0,3,0,1
283,701-151-005-2468-001,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,6,6,0,1,0,1,0,6,0,1
284,701-151-005-2493-001,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,6,9,0,1,1,1,0,6,0,1
285,701-151-005-2495-001,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,5,4,0,1,1,1,0,5,0,1
286,701-151-005-2506-001,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,4,5,1,1,1,1,0,4,0,1
287,701-151-005-2516-027,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,5,4,0,2,0,1,0,5,0,0
288,701-151-005-2516-030,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,5,6,0,2,0,1,0,5,0,0
289,701-151-005-2516-029,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,5,6,0,2,1,1,0,5,0,1
290,701-151-005-2516-031,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,3,7,0,2,1,1,0,3,0,1
291,701-151-005-2516-001,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,6,4,0,2,0,1,0,6,0,1
292,701-151-005-2516-008,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,5,4,0,2,1,1,0,6,0,1
293,701-151-005-2516-010,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,5,5,0,2,1,1,0,5,0,1
294,701-151-005-2516-017,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,4,6,0,2,1,1,0,4,0,1
295,701-151-005-2522-001,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,4,6,0,1,1,1,0,4,0,0
296,701-151-005-2526-007,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,4,10,0,1,1,1,0,4,0,0
297,701-151-005-2526-001,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,2,8,0,1,1,1,0,2,0,0
298,701-151-005-2526-002,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,5,8,0,1,1,1,0,5,0,0
299,701-151-005-2526-012,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,2,6,0,1,1,1,0,2,0,0
300,701-151-005-2520-001,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,4,5,0,1,1,1,0,4,0,0
301,701-151-005-2520-002,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,3,6,0,1,1,1,0,3,0,0
302,701-151-005-2520-008,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,4,3,0,1,1,1,0,4,0,0
303,701-151-005-2520-006,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,4,6,0,1,1,1,0,4,0,0
304,701-151-005-2529-001,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,5,6,0,1,1,0,0,5,0,0
305,701-151-005-2544-004,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,5,11,3,1,1,1,0,5,0,1
306,701-151-005-2496-001,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,4,0,1,1,0,0,1,0,0
307,701-151-005-2539-001,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,3,8,1,1,1,1,0,3,0,0
308,701-151-005-2537-001,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,5,1,1,1,1,0,1,0,0
309,701-151-005-2525-011,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,2,6,0,1,1,1,0,2,0,0
310,701-151-005-2528-014,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,2,0,1,1,1,0,1,0,0
311,701-151-005-2528-005,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,3,4,0,1,1,1,0,3,0,0
312,701-151-005-2566-001,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,5,0,1,1,1,0,1,0,0
313,701-151-005-2564-001,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,7,0,1,1,1,0,1,0,0
314,701-151-005-2563-001,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,3,7,0,1,1,1,0,3,0,0
315,701-151-005-2560-001,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,5,0,1,1,1,0,1,0,0
316,701-151-005-2559-001,1,1,1,0,0,1,1,0,1,1,1,0,0,1,1,1,1,1,5,0,1,1,1,0,1,0,0
317,701-151-005-2558-001,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,5,0,1,1,1,0,1,0,0
318,701-151-005-2556-001,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,5,0,1,1,0,0,1,0,0
319,701-151-005-2525-001,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,2,4,0,1,1,1,0,2,0,0
320,701-151-005-2525-005,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,2,6,0,1,1,1,0,2,0,0
321,701-151-005-2525-004,1,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1,3,5,0,1,1,1,0,3,0,0
322,701-151-005-2525-003,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,3,6,0,2,0,1,0,3,0,0
323,701-151-005-2952-009,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,4,5,4,1,1,0,0,4,0,1
324,701-151-005-2952-003,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,5,2,5,1,1,0,0,5,0,1
325,701-151-005-2952-007,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,3,4,2,1,1,0,0,3,0,1
326,701-151-005-2544-012,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,2,8,3,1,1,1,0,2,0,1
327,701-151-005-2544-016,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,4,7,3,1,1,1,0,4,0,1
328,701-151-005-2544-001,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,3,5,2,1,1,1,0,3,0,1
329,701-151-005-2528-010,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,3,4,0,1,1,1,0,3,0,0
330,701-151-005-2528-006,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,5,0,1,1,1,0,1,0,0
331,701-151-005-2528-007,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,3,5,0,1,1,1,0,3,0,0
332,701-151-005-2528-001,1,1,1,0,0,1,1,0,1,1,1,0,0,1,1,1,1,1,6,0,1,1,1,0,1,0,0
333,701-151-005-2524-018,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,3,5,0,1,1,1,0,3,0,0
334,701-151-005-2524-017,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,2,6,0,1,1,1,0,2,0,0
335,701-151-005-2565-001,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,6,0,1,1,1,0,1,0,0
336,701-151-005-2562-001,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,8,0,1,1,1,0,1,0,0
337,701-151-005-2561-001,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,3,7,0,1,1,1,0,3,0,0
338,701-151-005-2555-001,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,7,0,1,1,1,0,1,0,0
339,701-151-005-2554-001,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,6,0,1,1,0,0,1,0,0
340,701-151-005-2532-003,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,4,7,0,2,1,1,0,4,0,0
341,701-151-005-2532-002,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,3,5,0,1,1,0,0,3,0,0
342,701-151-005-2532-010,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,4,5,0,1,1,1,0,4,0,0
343,701-151-005-2524-010,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,2,6,0,1,1,1,0,2,0,0
344,701-151-005-2524-004,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,2,6,0,1,1,1,0,2,0,0
345,701-151-005-2524-002,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,2,7,0,1,1,1,0,2,0,0
346,701-151-005-2524-001,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,5,6,0,1,1,1,0,5,0,0
347,701-151-005-2524-005,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,4,7,0,1,1,1,0,4,0,0
348,701-151-005-2524-006,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,4,6,0,1,1,1,0,4,0,0
349,701-151-005-2831-001,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1,2,2,1,3,0,1,0,2,0,1
350,701-151-005-2532-001,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,4,6,0,1,1,2,0,4,0,0
351,701-151-005-2776-001,1,1,1,0,0,1,1,0,1,1,1,0,0,1,1,1,1,4,5,0,1,1,1,0,4,0,1
352,701-151-005-2776-004,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,4,4,1,1,1,1,0,4,0,1
353,701-151-005-3050-002,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,4,4,0,1,1,1,0,4,0,0
354,701-151-005-3050-006,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,6,3,3,1,1,0,0,6,0,0
355,701-151-005-3050-001,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,3,5,0,1,1,1,0,3,0,0
356,701-151-005-3053-001,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,4,4,0,1,1,1,0,4,0,0
357,701-151-005-2967-001,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,5,5,1,2,1,1,0,5,0,0
358,701-151-005-3098-001,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,5,0,1,1,1,0,1,0,1
359,701-151-005-2899-001,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,3,4,0,1,0,1,0,3,0,0
360,701-151-005-2900-001,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,2,5,0,1,0,1,0,2,0,0
361,701-151-005-3096-001,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,2,3,0,1,1,1,0,2,0,1
362,701-151-005-2707-001,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,5,0,1,1,0,0,1,0,0
363,701-151-005-2708-001,1,1,1,0,0,1,1,0,1,1,1,0,0,1,1,1,1,1,5,0,1,1,1,0,1,0,0
364,701-151-005-2715-001,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,5,0,1,1,1,0,1,0,0
365,701-151-005-2719-001,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,7,0,1,1,0,0,1,0,0
366,701-151-005-2491-001,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,3,5,0,1,1,0,0,3,0,0
367,701-151-005-2478-001,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,8,0,0,1,1,0,1,0,1
368,701-151-005-2482-001,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,6,0,0,1,0,0,1,0,0
369,701-151-005-2467-001,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,2,7,0,1,1,1,0,2,0,1
370,701-151-005-4942-001,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,4,0,0,1,1,0,1,0,1
371,701-151-005-2473-001,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,4,0,0,1,1,0,1,0,0
372,701-151-005-2463-001,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,2,4,0,2,1,1,0,2,0,1
373,701-151-005-2470-001,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,6,0,0,1,1,0,1,0,1
374,701-151-005-2527-001,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,5,6,0,1,1,1,0,5,0,0
375,701-151-005-2492-001,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,3,7,0,2,0,0,0,3,0,1
376,701-151-005-2535-001,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,4,9,3,1,0,1,0,4,0,1
377,701-151-005-2518-001,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,5,0,1,0,1,0,1,0,0
378,701-151-005-2755-008,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,4,9,0,0,1,1,0,4,0,0
379,701-151-005-2533-016,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,2,8,0,1,1,1,0,2,0,0
380,701-151-005-2952-001,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,3,4,8,1,1,0,0,3,0,1
381,701-151-005-2711-001,1,1,1,0,0,1,1,0,1,1,1,0,0,1,1,1,1,1,6,0,1,1,1,0,1,0,0
382,701-151-005-2712-001,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,5,0,1,1,1,0,1,0,0
383,701-151-005-2713-001,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,5,0,1,1,1,0,1,0,0
384,701-151-005-2714-001,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,4,0,1,1,0,0,1,0,0
385,701-151-005-2716-001,1,1,1,0,0,1,1,0,1,1,1,0,0,1,1,1,1,1,4,0,1,1,0,0,1,0,0
386,701-151-005-2717-001,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,6,0,1,1,0,0,1,0,0
387,701-151-005-2718-001,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,6,0,1,1,1,0,1,0,0
388,701-151-005-2720-001,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,4,0,2,1,0,0,1,0,0
389,701-151-005-2721-001,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,5,0,1,1,1,0,1,0,0
390,701-151-005-2722-001,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,7,0,1,1,1,0,1,0,0
391,701-151-005-2723-001,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,6,0,1,1,1,0,1,0,0
392,701-151-005-2533-011,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,3,7,0,1,1,1,0,3,0,0
393,701-151-005-2724-001,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,6,0,1,1,0,0,1,0,0
394,701-151-005-2709-001,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,4,0,1,1,0,0,1,0,0
395,701-151-005-2710-001,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,6,0,1,1,1,0,1,0,0
396,701-151-005-2544-009,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,2,7,3,1,1,1,0,2,0,1
397,701-151-005-2544-028,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,7,0,1,1,1,0,1,0,1
398,701-151-005-2490-001,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,3,8,2,1,1,1,0,3,0,0
399,701-151-005-2725-001,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,8,0,2,1,0,0,1,0,0
400,701-151-005-2726-001,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,6,0,1,1,1,0,1,0,0
401,701-151-005-2727-001,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,7,0,1,1,1,0,1,0,0
402,701-151-005-2728-001,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,6,0,1,1,1,0,1,0,0
403,701-151-005-2533-012,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,3,6,0,1,1,1,0,3,0,0
404,701-151-005-2533-002,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,3,7,0,1,1,1,0,3,0,0
405,701-151-005-2519-001,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,3,0,3,0,1,0,1,0,1
406,701-151-005-2534-001,1,1,1,0,0,1,1,0,1,1,1,0,0,1,1,1,1,1,5,1,1,1,1,0,1,0,1
407,701-151-005-2540-001,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,3,6,1,3,1,1,0,3,0,0
